Region,City/Province,Year,"Occupied Housing Units, Number of Households, Household Population, by Type of Building and Province/Highly Urbanized City: Philippines, 2020",Unnamed: 2,Unnamed: 3,Unnamed: 4,"Occupied Housing Units by Floor Area, Number of Occupants in Each Housing Unit and Province/Highly Urbanized City: Philippines, 2020",Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,"Occupied Housing Units by Type of Building, Number of Floors, and Province/Highly Urbanized City: Philippines, 2020"
CORDILLERA ADMINISTRATIVE REGION (CAR),Kalinga,2020,,79,79,318,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,2020,,54,56,206,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),City of Baguio,2020,,760,808,2854,,,,,,,,,,,,,
REGION I (ILOCOS REGION),Ilocos Norte,2020,,4153,4426,16802,,,,,,,,,,,,,
REGION I (ILOCOS REGION),Ilocos Sur,2020,,2972,3097,12124,,,,,,,,,,,,,
REGION I (ILOCOS REGION),La Union,2020,,4301,4503,17411,,,,,,,,,,,,,
REGION I (ILOCOS REGION),Pangasinan,2020,,17850,18617,73174,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Batanes,2020,,22,22,77,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Cagayan,2020,,6666,6854,26920,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Isabela,2020,,10277,10616,40017,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Nueva Vizcaya,2020,,3001,3096,10962,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Quirino,2020,,462,466,1771,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Aurora,2020,,636,641,2383,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Bataan,2020,,10172,10618,41175,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Bulacan,2020,,48007,50233,196362,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Nueva Ecija,2020,,18645,19223,73924,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Pampanga,2020,,21945,22941,94433,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Tarlac,2020,,13521,13770,56065,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Zambales,2020,,7227,7334,27865,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),City of Angeles,2020,,5613,5875,22968,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),City of Olongapo,2020,,4514,4720,18107,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Batangas,2020,,32687,34470,133938,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Cavite,2020,,100247,105024,408351,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Laguna,2020,,57593,62945,225809,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Quezon,2020,,14116,14820,56651,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Rizal,2020,,33622,35231,145361,,,,,,,,,,,,,
REGION IV-A (CALABARZON),City of Lucena,2020,,2671,2794,11224,,,,,,,,,,,,,
MIMAROPA REGION,Marinduque,2020,,525,532,1992,,,,,,,,,,,,,
MIMAROPA REGION,Occidental Mindoro,2020,,1856,1878,6849,,,,,,,,,,,,,
MIMAROPA REGION,Oriental Mindoro,2020,,3938,3994,15613,,,,,,,,,,,,,
MIMAROPA REGION,Palawan,2020,,1522,1534,5699,,,,,,,,,,,,,
MIMAROPA REGION,Romblon,2020,,1032,1044,3951,,,,,,,,,,,,,
MIMAROPA REGION,City of Puerto Princesa,2020,,2079,2117,7255,,,,,,,,,,,,,
REGION V (BICOL REGION),Albay,2020,,6334,6425,26419,,,,,,,,,,,,,
REGION V (BICOL REGION),Camarines Norte,2020,,2392,2433,9913,,,,,,,,,,,,,
REGION V (BICOL REGION),Camarines Sur,2020,,9335,9502,40437,,,,,,,,,,,,,
REGION V (BICOL REGION),Catanduanes,2020,,344,348,1390,,,,,,,,,,,,,
REGION V (BICOL REGION),Masbate,2020,,1441,1455,6256,,,,,,,,,,,,,
REGION V (BICOL REGION),Sorsogon,2020,,2673,2696,10961,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Aklan,2020,,1465,1501,5558,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Antique,2020,,1549,1566,6144,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Capiz,2020,,2841,2886,11015,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Guimaras,2020,,51,51,202,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Iloilo,2020,,5886,5989,23256,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Negros Occidental,2020,,7603,7825,30531,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),City of Bacolod,2020,,3144,3209,12257,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),City of Iloilo,2020,,2431,2568,10738,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),Bohol,2020,,2588,2611,10898,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),Cebu,2020,,14990,15456,60628,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),Negros Oriental,2020,,3412,3483,13518,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),Siquijor,2020,,57,60,224,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),City of Cebu,2020,,6214,6668,26140,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),City of Lapu-Lapu (Opon),2020,,4108,4183,15327,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),City of Mandaue,2020,,2590,2684,9546,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Biliran,2020,,154,159,596,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Eastern Samar,2020,,1224,1229,4876,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Leyte,2020,,7315,7395,28166,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Northern Samar,2020,,1329,1353,5630,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Samar (Western Samar),2020,,3455,3524,14361,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Southern Leyte,2020,,2691,2713,11354,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),City of Tacloban,2020,,1285,1308,5386,,,,,,,,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Norte,2020,,2299,2341,9222,,,,,,,,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Sur,2020,,1046,1072,4474,,,,,,,,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,2020,,2536,2556,10454,,,,,,,,,,,,,
REGION IX (ZAMBOANGA PENINSULA),City of Isabela*,2020,,475,518,2551,,,,,,,,,,,,,
REGION IX (ZAMBOANGA PENINSULA),City of Zamboanga,2020,,6708,7117,28276,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),Bukidnon,2020,,3777,3887,15205,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),Camiguin,2020,,140,145,579,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),Lanao del Norte,2020,,2513,2975,13148,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),Misamis Occidental,2020,,2385,2462,9780,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),Misamis Oriental,2020,,3919,4088,16092,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),City of Cagayan de Oro,2020,,4642,5002,19050,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),City of Iligan,2020,,3364,3535,14280,,,,,,,,,,,,,
REGION XI (DAVAO REGION),Davao de Oro (Compostela Valley),2020,,9957,10033,40056,,,,,,,,,,,,,
REGION XI (DAVAO REGION),Davao del Norte,2020,,4401,4553,17614,,,,,,,,,,,,,
REGION XI (DAVAO REGION),Davao del Sur,2020,,1383,1447,5162,,,,,,,,,,,,,
REGION XI (DAVAO REGION),Davao Occidental,2020,,22,23,94,,,,,,,,,,,,,
REGION XI (DAVAO REGION),Davao Oriental,2020,,2561,2630,9884,,,,,,,,,,,,,
REGION XI (DAVAO REGION),City of Davao,2020,,8397,8954,31657,,,,,,,,,,,,,
REGION XII (SOCCSKSARGEN),Cotabato (North Cotabato),2020,,2581,2625,9919,,,,,,,,,,,,,
REGION XII (SOCCSKSARGEN),Sarangani,2020,,1118,1131,4365,,,,,,,,,,,,,
REGION XII (SOCCSKSARGEN),South Cotabato,2020,,1722,1745,6137,,,,,,,,,,,,,
REGION XII (SOCCSKSARGEN),Sultan Kudarat,2020,,1466,1482,5689,,,,,,,,,,,,,
REGION XII (SOCCSKSARGEN),City of General Santos (Dadiangas),2020,,3374,3454,12231,,,,,,,,,,,,,
REGION XIII (CARAGA),Agusan del Norte,2020,,1610,1647,6463,,,,,,,,,,,,,
REGION XIII (CARAGA),Agusan del Sur,2020,,1341,1373,5253,,,,,,,,,,,,,
REGION XIII (CARAGA),Dinagat Islands,2020,,164,165,682,,,,,,,,,,,,,
REGION XIII (CARAGA),Surigao del Norte,2020,,1504,1565,6075,,,,,,,,,,,,,
REGION XIII (CARAGA),Surigao del Sur,2020,,2175,2258,8731,,,,,,,,,,,,,
REGION XIII (CARAGA),City of Butuan,2020,,1593,1637,6278,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Basilan,2020,,180,194,1029,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Lanao del Sur,2020,,1701,2292,14964,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Maguindanao,2020,,1531,1734,9243,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Sulu,2020,,1288,1385,8463,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Tawi-Tawi,2020,,76,81,408,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Eight (8) Area Clusters**,2020,,208,217,894,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Manila,2020,,40235,41922,151080,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Mandaluyong,2020,,8311,8720,29078,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Marikina,2020,,12850,13256,53265,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Pasig,2020,,39568,41687,144315,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),Quezon City,2020,,94328,98250,367661,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of San Juan,2020,,4000,4234,16409,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Caloocan,2020,,48933,51129,195467,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Malabon,2020,,6139,6442,24899,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Navotas,2020,,3511,3849,15057,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Valenzuela,2020,,46291,48998,173205,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Las Piñas,2020,,17511,18448,64651,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Makati,2020,,29614,30757,99638,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Muntinlupa,2020,,25944,27442,93832,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Parañaque,2020,,19490,20751,71028,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),Pasay City,2020,,31761,34291,111964,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Taguig,2020,,50869,53230,179814,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),Pateros,2020,,2696,2835,10921,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Abra,2020,,76,76,225,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,2020,,5,5,21,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Benguet,2020,,7599,7722,24399,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Ifugao,2020,,94,97,306,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Kalinga,2020,,35,35,102,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,2020,,192,194,616,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),City of Baguio,2020,,16357,16869,53170,,,,,,,,,,,,,
REGION I (ILOCOS REGION),Ilocos Norte,2020,,1504,1562,5357,,,,,,,,,,,,,
REGION I (ILOCOS REGION),Ilocos Sur,2020,,666,731,2836,,,,,,,,,,,,,
REGION I (ILOCOS REGION),La Union,2020,,2736,2816,9434,,,,,,,,,,,,,
REGION I (ILOCOS REGION),Pangasinan,2020,,5625,5804,20113,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Batanes,2020,,0,0,0,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Cagayan,2020,,1968,2005,6850,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Isabela,2020,,3203,3282,11161,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Nueva Vizcaya,2020,,2026,2082,6605,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Quirino,2020,,38,38,116,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Aurora,2020,,396,396,1392,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Bataan,2020,,14060,14436,49071,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Bulacan,2020,,167898,176828,707213,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Nueva Ecija,2020,,7295,7468,26894,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Pampanga,2020,,24394,25539,96083,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Tarlac,2020,,5144,5202,19129,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Zambales,2020,,3721,3768,12954,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),City of Angeles,2020,,8833,9245,32403,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),City of Olongapo,2020,,11685,12417,41879,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Batangas,2020,,56670,59521,207849,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Cavite,2020,,288916,300282,1138187,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Laguna,2020,,193312,217513,739304,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Quezon,2020,,9481,9796,36182,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Rizal,2020,,112508,117454,482613,,,,,,,,,,,,,
REGION IV-A (CALABARZON),City of Lucena,2020,,4028,4160,15626,,,,,,,,,,,,,
MIMAROPA REGION,Marinduque,2020,,212,217,695,,,,,,,,,,,,,
MIMAROPA REGION,Occidental Mindoro,2020,,846,851,2803,,,,,,,,,,,,,
MIMAROPA REGION,Oriental Mindoro,2020,,4816,4851,17000,,,,,,,,,,,,,
MIMAROPA REGION,Palawan,2020,,1795,1809,5748,,,,,,,,,,,,,
MIMAROPA REGION,Romblon,2020,,471,477,1765,,,,,,,,,,,,,
MIMAROPA REGION,City of Puerto Princesa,2020,,3276,3332,8687,,,,,,,,,,,,,
REGION V (BICOL REGION),Albay,2020,,1901,1962,6988,,,,,,,,,,,,,
REGION V (BICOL REGION),Camarines Norte,2020,,2132,2171,8069,,,,,,,,,,,,,
REGION V (BICOL REGION),Camarines Sur,2020,,7233,7304,28450,,,,,,,,,,,,,
REGION V (BICOL REGION),Catanduanes,2020,,155,157,528,,,,,,,,,,,,,
REGION V (BICOL REGION),Masbate,2020,,486,493,1823,,,,,,,,,,,,,
REGION V (BICOL REGION),Sorsogon,2020,,947,956,3495,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Aklan,2020,,1878,1896,6921,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Antique,2020,,584,585,2160,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Capiz,2020,,3832,3863,13698,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Guimaras,2020,,37,37,107,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Iloilo,2020,,8635,8671,32675,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),Negros Occidental,2020,,10644,10803,41957,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),City of Bacolod,2020,,2462,2489,7537,,,,,,,,,,,,,
REGION VI (WESTERN VISAYAS),City of Iloilo,2020,,3935,4107,15137,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),Bohol,2020,,1186,1192,3895,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),Cebu,2020,,18985,19522,70174,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),Negros Oriental,2020,,2265,2296,7538,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),Siquijor,2020,,28,28,64,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),City of Cebu,2020,,11002,11506,34654,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),City of Lapu-Lapu (Opon),2020,,14696,14943,46444,,,,,,,,,,,,,
REGION VII (CENTRAL VISAYAS),City of Mandaue,2020,,8050,8268,23177,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Biliran,2020,,1007,1008,3761,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Eastern Samar,2020,,1047,1049,4065,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Leyte,2020,,8021,8082,33095,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Northern Samar,2020,,177,178,756,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Samar (Western Samar),2020,,1881,1892,7220,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),Southern Leyte,2020,,639,643,2397,,,,,,,,,,,,,
REGION VIII (EASTERN VISAYAS),City of Tacloban,2020,,9491,9614,41835,,,,,,,,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Norte,2020,,2282,2304,7475,,,,,,,,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Sur,2020,,577,580,2022,,,,,,,,,,,,,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,2020,,212,213,674,,,,,,,,,,,,,
REGION IX (ZAMBOANGA PENINSULA),City of Isabela*,2020,,79,101,435,,,,,,,,,,,,,
REGION IX (ZAMBOANGA PENINSULA),City of Zamboanga,2020,,4236,4367,15619,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),Bukidnon,2020,,1225,1259,4245,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),Camiguin,2020,,36,38,147,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),Lanao del Norte,2020,,300,311,1246,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),Misamis Occidental,2020,,1572,1606,5627,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),Misamis Oriental,2020,,915,932,2971,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),City of Cagayan de Oro,2020,,6951,7290,24966,,,,,,,,,,,,,
REGION X (NORTHERN MINDANAO),City of Iligan,2020,,3924,4245,16677,,,,,,,,,,,,,
REGION XI (DAVAO REGION),Davao de Oro (Compostela Valley),2020,,878,900,2734,,,,,,,,,,,,,
REGION XI (DAVAO REGION),Davao del Norte,2020,,4356,4421,14169,,,,,,,,,,,,,
REGION XI (DAVAO REGION),Davao del Sur,2020,,1393,1432,3914,,,,,,,,,,,,,
REGION XI (DAVAO REGION),Davao Occidental,2020,,4,4,6,,,,,,,,,,,,,
REGION XI (DAVAO REGION),Davao Oriental,2020,,175,176,640,,,,,,,,,,,,,
REGION XI (DAVAO REGION),City of Davao,2020,,8997,9430,24962,,,,,,,,,,,,,
REGION XII (SOCCSKSARGEN),Cotabato (North Cotabato),2020,,1178,1191,3614,,,,,,,,,,,,,
REGION XII (SOCCSKSARGEN),Sarangani,2020,,222,225,663,,,,,,,,,,,,,
REGION XII (SOCCSKSARGEN),South Cotabato,2020,,3483,3510,9625,,,,,,,,,,,,,
REGION XII (SOCCSKSARGEN),Sultan Kudarat,2020,,874,881,3001,,,,,,,,,,,,,
REGION XII (SOCCSKSARGEN),City of General Santos (Dadiangas),2020,,11440,11542,31320,,,,,,,,,,,,,
REGION XIII (CARAGA),Agusan del Norte,2020,,437,443,1455,,,,,,,,,,,,,
REGION XIII (CARAGA),Agusan del Sur,2020,,431,431,1380,,,,,,,,,,,,,
REGION XIII (CARAGA),Dinagat Islands,2020,,8,8,26,,,,,,,,,,,,,
REGION XIII (CARAGA),Surigao del Norte,2020,,1230,1269,4178,,,,,,,,,,,,,
REGION XIII (CARAGA),Surigao del Sur,2020,,347,360,1144,,,,,,,,,,,,,
REGION XIII (CARAGA),City of Butuan,2020,,1910,1921,6284,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Basilan,2020,,36,38,211,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Lanao del Sur,2020,,234,267,1625,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Maguindanao,2020,,986,1073,5177,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Sulu,2020,,29,29,180,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Tawi-Tawi,2020,,33,33,170,,,,,,,,,,,,,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Eight (8) Area Clusters**,2020,,0,0,0,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Manila,2020,,23798,24097,75052,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Mandaluyong,2020,,21781,22652,64780,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Marikina,2020,,218,218,770,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Pasig,2020,,11535,12054,38414,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),Quezon City,2020,,20385,20807,67361,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of San Juan,2020,,3538,3557,13376,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Caloocan,2020,,1077,1093,3560,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Malabon,2020,,63,68,269,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Navotas,2020,,0,0,0,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Valenzuela,2020,,1002,1011,3472,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Las Piñas,2020,,1091,1131,3399,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Makati,2020,,46489,47532,126482,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Muntinlupa,2020,,1771,1835,4167,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Parañaque,2020,,5764,5924,16096,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),Pasay City,2020,,15484,15957,45207,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),City of Taguig,2020,,4652,4976,16195,,,,,,,,,,,,,
NATIONAL CAPITAL REGION (NCR),Pateros,2020,,0,0,0,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Abra,2020,,0,0,0,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,2020,,0,0,0,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Benguet,2020,,0,0,0,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Ifugao,2020,,0,0,0,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Kalinga,2020,,0,0,0,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,2020,,0,0,0,,,,,,,,,,,,,
CORDILLERA ADMINISTRATIVE REGION (CAR),City of Baguio,2020,,1099,1103,2510,,,,,,,,,,,,,
REGION I (ILOCOS REGION),Ilocos Norte,2020,,7,7,15,,,,,,,,,,,,,
REGION I (ILOCOS REGION),Ilocos Sur,2020,,0,0,0,,,,,,,,,,,,,
REGION I (ILOCOS REGION),La Union,2020,,0,0,0,,,,,,,,,,,,,
REGION I (ILOCOS REGION),Pangasinan,2020,,3,3,14,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Batanes,2020,,0,0,0,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Cagayan,2020,,0,0,0,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Isabela,2020,,0,0,0,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Nueva Vizcaya,2020,,0,0,0,,,,,,,,,,,,,
REGION II (CAGAYAN VALLEY),Quirino,2020,,0,0,0,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Aurora,2020,,0,0,0,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Bataan,2020,,0,0,0,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Bulacan,2020,,227,229,818,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Nueva Ecija,2020,,3,3,9,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Pampanga,2020,,4,4,13,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Tarlac,2020,,38,39,132,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),Zambales,2020,,0,0,0,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),City of Angeles,2020,,7,7,17,,,,,,,,,,,,,
REGION III (CENTRAL LUZON),City of Olongapo,2020,,78,78,279,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Batangas,2020,,7,7,19,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Cavite,2020,,1590,1702,3187,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Laguna,2020,,342,345,1121,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Quezon,2020,,0,0,0,,,,,,,,,,,,,
REGION IV-A (CALABARZON),Rizal,2020,,2571,2586,8341,,,,,,,,,,,,,
REGION IV-A (CALABARZON),City of Lucena,2020,,0,0,0,,,,,,,,,,,,,
MIMAROPA REGION,Marinduque,2020,,0,0,0,,,,,,,,,,,,,
MIMAROPA REGION,Occidental Mindoro,2020,,0,0,0,,,,,,,,,,,,,
MIMAROPA REGION,Oriental Mindoro,2020,,0,0,0,,,,,,,,,,,,,
MIMAROPA REGION,Palawan,2020,,0,0,0,,,,,,,,,,,,,
MIMAROPA REGION,Romblon,2020,,0,0,0,,,,,,,,,,,,,
MIMAROPA REGION,City of Puerto Princesa,2020,,12,12,55,,,,,,,,,,,,,
REGION V (BICOL REGION),Albay,2020,,11,11,36,,,,,,,,,,,,,
REGION V (BICOL REGION),Camarines Norte,2020,,0,0,0,,,,,,,,,,,,,
REGION V (BICOL REGION),Camarines Sur,2020,,0,0,0,,,,,,,,,,,,,
